id,player_class,type,name,set,text,cost,attack,health,rarity,collectible,flavor,mechanics,dust,play_requirements,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability,entourage
AT_133,NEUTRAL,MINION,Gadgetzan Jouster,TGT,"Battlecry: Reveal a minion in each deck. If yours costs more, gain +1/+1.",1,1,2,COMMON,True,It's not HER fault you didn't put a spinning saw blade on your horse.,['BATTLECRY'],"[40, 400, 5, 50]",,,,,,,,
EX1_045,NEUTRAL,MINION,Ancient Watcher,EXPERT1,Can't attack.,2,4,5,RARE,True,Why do its eyes seem to follow you as you walk by?,['CANT_ATTACK'],"[100, 800, 20, 100]",,,,,,ALLIANCE,,
AT_119,NEUTRAL,MINION,Kvaldir Raider,TGT,Inspire: Gain +2/+2.,5,4,4,COMMON,True,Coming soon... to a tuskarr village near you!,['INSPIRE'],"[40, 400, 5, 50]",,,,,,,,
BRM_004,PRIEST,MINION,Twilight Whelp,BRM,"Battlecry: If you're holding a Dragon, gain +2 Health.",1,2,1,COMMON,True,"The twilight whelps are basically magic-vampires. Despite this, they are not a reference to any popular series of novels.",['BATTLECRY'],,,DRAGON,"Unlocked in Blackrock Spire, in the Blackrock Mountain adventure.","Crafting unlocked in Blackrock Spire, in the Blackrock Mountain adventure.",,,,
LOEA16_14,NEUTRAL,SPELL,Khadgar's Pipe,LOE,Put a random spell into each player's hand.  Yours costs (0).,0,,,,,,,,,,,,,,,
EX1_025,NEUTRAL,MINION,Dragonling Mechanic,CORE,Battlecry: Summon a 2/1 Mechanical Dragonling.,4,2,4,COMMON,True,She is still working on installing the rocket launcher add-on for Mr. Bitey.,['BATTLECRY'],,,,,Unlocked at Mage Level 53.,,ALLIANCE,,
TB_FactionWar_BoomBot_Spell,NEUTRAL,SPELL,TBFactionWarBoomBotSpell,TB,,1,,,,,,,,,,,,,,,
CS2_233,ROGUE,SPELL,Blade Flurry,EXPERT1,Destroy your weapon and deal its damage to all enemy minions.,4,,,RARE,True,"""Look, it's not just about waving daggers around really fast.  It's a lot more complicated than that."" - Shan, Rogue Trainer",,"[100, 800, 20, 100]",{'REQ_WEAPON_EQUIPPED': 0},,,,,,,
EX1_245,SHAMAN,SPELL,Earth Shock,EXPERT1,"Silence a minion, then deal $1 damage to it.",1,,,COMMON,True,"Earth Shock? Shouldn't it be ""Azeroth Shock""?",['SILENCE'],"[40, 400, 5, 50]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
AT_079,PALADIN,MINION,Mysterious Challenger,TGT,Battlecry: Put one of each Secret from your deck into the battlefield.,6,6,6,EPIC,True,"He may sound surly and antisocial, but he's actually just really shy.",['BATTLECRY'],"[400, 1600, 100, 400]",,,,,,,,
LOEA16_13,NEUTRAL,SPELL,Eye of Orsis,LOE,Discover a minion and gain 3 copies of it.,0,,,,,,,,,,,,,,,
TB_PickYourFate_Windfury,NEUTRAL,ENCHANTMENT,Fate,TB,This minion has Windfury,,,,,,,,,,,,,,,,
TB_CoOpBossSpell_2,NEUTRAL,SPELL,Bomb Salvo,TB,Deal Attack damage to up to 3 random targets.,0,,,,,,,,,,,,,,,
OG_145,NEUTRAL,MINION,Psych-o-Tron,OG,"Taunt
Divine Shield",5,3,4,COMMON,True,"""Annoyinger-o-Tron"" was just too unwieldy. And accurate.","['DIVINE_SHIELD', 'TAUNT']","[40, 400, 5, 50]",,MECHANICAL,,,,,,
AT_060,HUNTER,SPELL,Bear Trap,TGT,"Secret: After your hero is attacked, summon a 3/3 Bear with Taunt.",2,,,COMMON,True,"You'll never guess what's in that conveniently bear-sized, bear-smelling box. ",['SECRET'],"[40, 400, 5, 50]",,,,,,,,
XXX_055e,NEUTRAL,ENCHANTMENT,1000 Stats Enchant,CHEAT,,,,,,,,,,,,,,,,,
KARA_09_01,NEUTRAL,HERO,Terestian Illhoof,KARA,,,,30,,,,,,,,,,,,,
NEW1_040t,NEUTRAL,MINION,Gnoll,EXPERT1,Taunt,2,2,2,,,,['TAUNT'],,,,,,,,,
BRMA04_3,NEUTRAL,MINION,Firesworn,BRM,Deathrattle: Deal 1 damage to the enemy hero for each Firesworn that died this turn.,0,0,5,,,,['DEATHRATTLE'],,,,,,,,,
CS2_221e,NEUTRAL,ENCHANTMENT,Sharp!,EXPERT1,+2 Attack from Spiteful Smith.,,,,,,,,,,,,,,,,
OG_310,PALADIN,MINION,Steward of Darkshire,OG,"Whenever you summon a 1-Health minion, give it Divine Shield.",3,3,3,RARE,True,Turns out divine shields are way cheaper if you buy in bulk.,,"[100, 800, 20, 100]",,,,,,,,
EX1_178a,DRUID,SPELL,Rooted,EXPERT1,+5 Health and Taunt.,0,,,,,,,,,,,,,,,
TB_PickYourFate_Confused,NEUTRAL,ENCHANTMENT,Fate,TB,Attack and Health swap at end of each turn.,,,,,,,,,,,,,,,,
KARA_13_19,NEUTRAL,MINION,Red Riding Hood,TB,Taunt. Deathrattle: Enemies can't attack this turn.,5,3,2,,,,"['DEATHRATTLE', 'TAUNT']",,,,,,,,,
DREAM_05,DREAM,SPELL,Nightmare,EXPERT1,"Give a minion +5/+5. At the start of your next turn, destroy it.",0,,,,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
EX1_165t1,DRUID,MINION,Druid of the Claw,EXPERT1,Charge,5,4,4,COMMON,,,['CHARGE'],"[40, 400, 5, 50]",,BEAST,,,,,,
NAX1_04,NEUTRAL,HERO_POWER,Skitter,NAXX,"Hero Power
Summon a 3/1 Nerubian.",2,,,,,,,,{'REQ_NUM_MINION_SLOTS': 1},,,,,,,
BRMA01_4t,NEUTRAL,MINION,Guzzler,BRM,Taunt,1,1,1,,,,['TAUNT'],,,,,,,,,
TB_CoOpv3_008,NEUTRAL,SPELL,Flame Missiles,TB,Deal 10 damage randomly split among all other characters.,0,,,,,,,,,,,,,,,
EX1_tk11,SHAMAN,MINION,Spirit Wolf,EXPERT1,Taunt,2,2,3,RARE,,,['TAUNT'],"[100, 800, 20, 100]",,,,,,,,
LOEA04_29b,NEUTRAL,SPELL,Investigate the Runes,LOE,Draw 2 cards.,0,,,,,,,,,,,,,,,
TB_KTRAF_7,NEUTRAL,MINION,Heigan the Unclean,TB,"At the end of your turn, deal 4 damage to a  random enemy.",3,4,5,LEGENDARY,,,,,,,,,,,,
EX1_522,ROGUE,MINION,Patient Assassin,EXPERT1,Stealth. Destroy any minion damaged by this minion.,2,1,1,EPIC,True,He�s not really that patient. It just takes a while for someone to walk by that he can actually reach.,"['POISONOUS', 'STEALTH']","[400, 1600, 100, 400]",,,,,,,,
EX1_244e,SHAMAN,ENCHANTMENT,Totemic Might,CORE,+2 Health.,,,,,,,,,,,,,,,,
TB_ClassRandom_Shaman,SHAMAN,SPELL,Second Class: Shaman,TB,Add Shaman cards to your deck.,0,,,,,,,,,,,,,,,
EX1_251,SHAMAN,SPELL,Forked Lightning,EXPERT1,Deal $2 damage to 2 random enemy minions. Overload: (2),1,,,COMMON,True,"If you combine it with Spooned Lightning and Knived Lightning, you have the full dining set.",,"[40, 400, 5, 50]",{'REQ_MINIMUM_ENEMY_MINIONS': 2},,,,,,,
KARA_08_01H,NEUTRAL,HERO,Netherspite,KARA,,,,30,,,,,,,,,,,,,
GVG_042,SHAMAN,MINION,Neptulon,GVG,Battlecry: Add 4 random Murlocs to your hand. Overload: (3),7,7,7,LEGENDARY,True,"Neptulon is ""The Tidehunter"". He�s one of the four elemental lords. And he and Ragnaros get together and make really amazing saunas.",['BATTLECRY'],"[1600, 3200, 400, 1600]",,,,,,,,
TB_007e,NEUTRAL,ENCHANTMENT,Deviate Switch,TB,Attack and Health have been swapped by Deviate Banana.,,,,,,,,,,,,,,,,
EX1_258e,SHAMAN,ENCHANTMENT,Overloading,EXPERT1,Increased stats.,,,,,,,,,,,,,,,,
LOE_086,NEUTRAL,MINION,Summoning Stone,LOE,"Whenever you cast a spell, summon a random minion of the same Cost.",5,0,6,RARE,True,Sometimes it feels like it's always the same slackers that are waiting for a summon.,,,,,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",,,,
KAR_A02_05,NEUTRAL,MINION,Cup,KARA,Plates have +1 Attack.,2,2,1,,,,['AURA'],,,,,,,,,
GVG_016,NEUTRAL,MINION,Fel Reaver,GVG,"Whenever your opponent plays a card, remove the top 3 cards of your deck.",5,8,8,EPIC,True,So reaver. Much fel. Wow.,,"[400, 1600, 100, 400]",,MECHANICAL,,,,,,
XXX_004,NEUTRAL,SPELL,Restore 5,CHEAT,Restore #5 Health to a character.,0,,,COMMON,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,,,,
CS2_039,SHAMAN,SPELL,Windfury,CORE,Give a minion Windfury.,2,,,FREE,True,"Windfury is like Earthfury and Firefury, but more light and airy.",,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,Unlocked at Level 1.,Unlocked at Level 23.,,,,
EX1_584,NEUTRAL,MINION,Ancient Mage,EXPERT1,Battlecry: Give adjacent minions Spell Damage +1.,4,2,5,RARE,True,Sometimes he forgets and just wanders into someone else's game.,['BATTLECRY'],"[100, 800, 20, 100]",,,,,,,,
KAR_097t,NEUTRAL,WEAPON,Atiesh,KARA,"[x]After you cast a spell,
summon a random
minion of that Cost.
Lose 1 Durability.",3,1,,,,,,,,,,,,,3,
XXX_011,NEUTRAL,SPELL,Summon a random Secret,CHEAT,Summon a secret from your deck.,0,,,COMMON,,,,,,,,,,,,
TB_CoOpv3_003,NEUTRAL,SPELL,Bamboozle,TB,Swap player's hands.,0,,,,,,,,,,,,,,,
TB_012,NEUTRAL,SPELL,Choose a New Card!,TB,Look at 3 random cards. Choose one and shuffle it into your deck.,0,,,,,,,,,,,,,,,
EX1_243,SHAMAN,MINION,Dust Devil,EXPERT1,Windfury. Overload: (2),1,3,1,COMMON,True,Westfall is full of dust devils. And buzzards. And crazed golems. And pirates. Why does anyone live here?,['WINDFURY'],"[40, 400, 5, 50]",,,,,,,,
TBST_003,NEUTRAL,MINION,OLDN3wb Healer,TB,"At the end of your turn, heal 2 damage from adjacent minions.",1,1,1,,,,,,,,,,,,,
CS2_221,NEUTRAL,MINION,Spiteful Smith,EXPERT1,Enrage: Your weapon has +2 Attack.,5,4,6,COMMON,True,"She'll craft you a sword, but you'll need to bring her 5 Steel Ingots, 3 Motes of Earth, and the scalp of her last customer.",['ENRAGED'],"[40, 400, 5, 50]",,,,,,HORDE,,
XXX_046,NEUTRAL,SPELL,Force AI to Use Hero Power,CHEAT,Force the AI to use their Hero Power every turn from now on.,0,,,COMMON,,,,,,,,,,,,
LOEA16_21,NEUTRAL,MINION,Chieftain Scarvash,LOE,Enemy cards cost (1) more.,5,5,5,LEGENDARY,,,['AURA'],,,,,,,,,
KAR_094,ROGUE,MINION,Deadly Fork,KARA,Deathrattle: Add a 3/2 weapon to your hand.,3,3,2,COMMON,True,"For a proper setting, place the deadly fork <i>after</i> the salad fork, but <i>before</i> the dinner fork.",['DEATHRATTLE'],,,,"Unlocked in the Parlor, in One Night in Karazhan.","Crafting unlocked in the Parlor, in One Night in Karazhan.",,,,
TB_GiftExchange_Treasure,NEUTRAL,MINION,Winter's Veil Gift,TB,Deathrattle: Give current player a Stolen Gift.,0,0,4,,,,['DEATHRATTLE'],,,,,,,,,
AT_055,PRIEST,SPELL,Flash Heal,TGT,Restore #5 Health.,1,,,COMMON,True,Flash!  Ahhhhhhh~,,"[40, 400, 5, 50]",{'REQ_TARGET_TO_PLAY': 0},,,,,,,
CS2_083b,ROGUE,HERO_POWER,Dagger Mastery,CORE,"Hero Power
Equip a 1/2 Dagger.",2,,,FREE,,,,,,,,,,,,
KAR_028,WARRIOR,WEAPON,Fool's Bane,KARA,Unlimited attacks each turn. Can't attack heroes.,5,3,,COMMON,True,A fool and his bane are soon parted.,,,,,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",,,4,
KARA_08_04e,NEUTRAL,ENCHANTMENT,Empowered,EXPERT1,+8 Attack this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
LOEA16_2H,NEUTRAL,HERO_POWER,Staff of Origination,LOE,"Passive Hero Power
Your hero is Immune.",0,,,,,,,,,,,,,,,
TB_PickYourFate_1,NEUTRAL,SPELL,Dire Fate: Taunt and Charge,TB,All minions have Taunt and Charge.,0,,,,,,,,,,,,,,,
DS1_185,HUNTER,SPELL,Arcane Shot,CORE,Deal $2 damage.,1,,,FREE,True,"Magi conjured arcane arrows to sell to hunters, until hunters learned just enough magic to do it themselves.  The resulting loss of jobs sent Stormwind into a minor recession.",,,{'REQ_TARGET_TO_PLAY': 0},,Unlocked at Level 1.,Unlocked at Level 32.,,,,
BRMA13_7,NEUTRAL,MINION,Whirling Ash,BRM,Windfury,0,4,5,,,,['WINDFURY'],,,,,,,,,
LOEA09_6H,NEUTRAL,MINION,Slithering Archer,LOE,Battlecry: Deal 2 damage to all enemy minions.,2,2,2,,,,['BATTLECRY'],,,,,,,,,
TB_DecreasingCardCost,NEUTRAL,ENCHANTMENT,TB_DecreasingCardCost,TB,,,,,,,,,,,,,,,,,
GVG_010,PRIEST,SPELL,Velen's Chosen,GVG,Give a minion +2/+4 and Spell Damage +1.,3,,,COMMON,True,"Velen wrote a ""Lovely Card"" for Tyrande with a picture of the Deeprun Tram that said ""I Choo-Choo-Choose you!""",,"[40, 400, 5, 50]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
BRMA09_5t,NEUTRAL,MINION,Gyth,BRM,,3,8,4,LEGENDARY,,,,,,DRAGON,,,,,,
CS2_084e,HUNTER,ENCHANTMENT,Hunter's Mark,CORE,This minion has 1 Health.,,,,,,,,,,,,,,,,
OG_023t,NEUTRAL,ENCHANTMENT,Primally Infused,OG,Increased stats.,,,,,,,,,,,,,,,,
DS1h_292_H1_AT_132,HUNTER,HERO_POWER,Ballista Shot,HERO_SKINS,"Hero Power
Deal $3 damage to the enemy hero.",2,,,,,,,,"{'REQ_STEADY_SHOT': 0, 'REQ_MINION_OR_ENEMY_HERO': 0}",,,,,,,
OG_316k,NEUTRAL,ENCHANTMENT,Shadowy,OG,1/1.,,,,,,,,,,,,,,,,
TB_CoOpv3_BOSS2e,NEUTRAL,ENCHANTMENT,Getting Angry....,TB,Now he's mad....,,,,,,,['ENRAGED'],,,,,,,,,
EX1_076,NEUTRAL,MINION,Pint-Sized Summoner,EXPERT1,The first minion you play each turn costs (1) less.,2,2,2,RARE,True,She's quite jealous of the Gallon-Sized Summoner.,['AURA'],"[100, 800, 20, 100]",,,,,,ALLIANCE,,
XXX_113,NEUTRAL,SPELL,Again,CHEAT,,0,,,COMMON,,,,,,,,,,,,
XXX_042,NEUTRAL,SPELL,Hand to Deck,CHEAT,Shuffle a player's hand into his deck.,0,,,COMMON,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_HERO_TARGET': 0}",,,,,,,
EX1_112,NEUTRAL,MINION,Gelbin Mekkatorque,PROMO,Battlecry: Summon an AWESOME invention.,6,6,6,LEGENDARY,True,"He's the leader of the gnomes, and an incredible inventor.  He's getting better, too; He turns things into chickens WAY less than he used to.",['BATTLECRY'],,,,,This was rewarded to players who helped test the Store during the Beta.,,ALLIANCE,,"['Mekka1', 'Mekka2', 'Mekka3', 'Mekka4']"
AT_039e,DRUID,ENCHANTMENT,Savage,TGT,+2 Attack this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
EX1_110t,NEUTRAL,MINION,Baine Bloodhoof,EXPERT1,,4,4,5,LEGENDARY,,,,"[1600, 3200, 400, 1600]",,,,,,,,
KAR_204,PRIEST,MINION,Onyx Bishop,KARA,Battlecry: Summon a friendly minion that died this game.,5,3,4,RARE,True,"B4 is a nice place to visit, but he wouldn't want to live there.",['BATTLECRY'],,,,"Unlocked in the Opera, in One Night in Karazhan.","Crafting unlocked in the Opera, in One Night in Karazhan.",,,,
XXX_017,NEUTRAL,SPELL,Draw 3 Cards,CHEAT,Draw 3 cards.,0,,,COMMON,,,,,,,,,,,,
NEW1_017e,NEUTRAL,ENCHANTMENT,Full Belly,EXPERT1,+2/+2.  Full of Murloc.,,,,,,,,,,,,,,,,
BRMA09_5,NEUTRAL,HERO_POWER,Dismount,BRM,"Hero Power
Summon Gyth. Get a new Hero Power.",4,,,,,,,,{'REQ_NUM_MINION_SLOTS': 1},,,,,,,"['BRMA09_2', 'BRMA09_3', 'BRMA09_4']"
LOEA09_11,NEUTRAL,MINION,Hungry Naga,LOE,,3,1,1,,,,,,,,,,,,,
LOEA06_03h,NEUTRAL,SPELL,Animate Earthen,LOE,Give your minions +3/+3 and Taunt.,2,,,,,,,,,,,,,,,
TB_FactionWar_Boss_Rag,NEUTRAL,HERO_POWER,"DIE, INSECT!",TB,"Hero Power
Deal $8 damage to random enemy.",2,,,,,,,,,,,,,,,
OG_081,MAGE,SPELL,Shatter,OG,Destroy a Frozen minion.,2,,,COMMON,True,What's cooler than being cool?,,"[40, 400, 5, 50]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_FROZEN_TARGET': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
LOEA07_11,NEUTRAL,MINION,Debris,LOE,Taunt.,1,0,3,,,,['TAUNT'],,,,,,,,,
GVG_096,NEUTRAL,MINION,Piloted Shredder,GVG,Deathrattle: Summon a random 2-Cost minion.,4,4,3,COMMON,True,"Once upon a time, only goblins piloted shredders. These days, everyone from Doomsayer to Lorewalker Cho seems to ride one.",['DEATHRATTLE'],"[40, 400, 5, 50]",,MECHANICAL,,,,,,
EX1_085,NEUTRAL,MINION,Mind Control Tech,EXPERT1,"Battlecry: If your opponent has 4 or more minions, take control of one at random.",3,3,3,RARE,True,"Mind Control technology is getting better, but that's not saying much.",['BATTLECRY'],"[100, 800, 20, 100]",,,,,,ALLIANCE,,
LOEA07_29,NEUTRAL,HERO_POWER,Throw Rocks,LOE,"Hero Power
 Deal 3 damage to a random enemy minion.",1,,,,,,,,,,,,,,,
BRMA14_8,NEUTRAL,HERO_POWER,Activate Magmatron,BRM,"Hero Power
Activate Magmatron!",8,,,,,,['AI_MUST_PLAY'],,,,,,,,,
TB_PickYourFate_6,NEUTRAL,SPELL,Fate: Portals,TB,Shuffle 10 Unstable Portals into each player's deck.,0,,,,,,,,,,,,,,,
KARA_09_03,NEUTRAL,SPELL,Many Imps!,KARA,Summon 2 Icky Imps.,2,,,,,,,,,,,,,,,
CS2_053e,SHAMAN,ENCHANTMENT,Far Sight,EXPERT1,One of your cards costs (3) less.,,,,,,,,,,,,,,,,
XXX_055,NEUTRAL,SPELL,1000 Stats,CHEAT,Give a Minion +1000/+1000,0,,,,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
LOE_016,SHAMAN,MINION,Rumbling Elemental,LOE,"After you play a Battlecry minion, deal 2 damage to a random enemy.",4,2,6,COMMON,True,He's a very hungry elemental.,,,,,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",,,,
KAR_069,ROGUE,MINION,Swashburglar,KARA,Battlecry: Add a random class card to your hand <i>(from your opponent's class).</i>,1,1,1,COMMON,True,"Was almost named ""Swashb-AAAARRHHH-gler""",['BATTLECRY'],,,PIRATE,"Unlocked in the Opera, in One Night in Karazhan.","Crafting unlocked in the Opera, in One Night in Karazhan.",,,,
LOEA16_3e,NEUTRAL,ENCHANTMENT,Lantern of Power,LOE,+10/+10.,,,,,,,,,,,,,,,,
GVG_095,NEUTRAL,MINION,Goblin Sapper,GVG,Has +4 Attack while your opponent has 6 or more cards in hand.,3,2,4,RARE,True,"He�s not such a binge exploder anymore. These days, he only explodes socially.",['AURA'],"[100, 800, 20, 100]",,,,,,,,
CS2_064,WARLOCK,MINION,Dread Infernal,CORE,Battlecry: Deal 1 damage to ALL other characters.,6,6,6,COMMON,True,"""INFERNOOOOOOOOOO!"" - Jaraxxus, Eredar Lord of the Burning Legion",['BATTLECRY'],,,DEMON,Unlocked at Level 10.,Unlocked at Level 23.,,,,
BRMA02_2_2_TB,NEUTRAL,HERO_POWER,Jeering Crowd,TB,"Hero Power
Summon a 1/1 Spectator with Taunt.",2,,,,,,,,{'REQ_NUM_MINION_SLOTS': 1},,,,,,,
EX1_383,PALADIN,MINION,Tirion Fordring,EXPERT1,Divine Shield. Taunt. Deathrattle: Equip a 5/3 Ashbringer.,8,6,6,LEGENDARY,True,"If you haven't heard the Tirion Fordring theme song, it's because it doesn't exist.","['DEATHRATTLE', 'DIVINE_SHIELD', 'TAUNT']","[1600, 3200, 400, 1600]",,,,,,,,
AT_006e,MAGE,ENCHANTMENT,Power of Dalaran,TGT,Increased Spell Damage.,,,,,,,,,,,,,,,,
KARA_04_01heroic,NEUTRAL,HERO,The Crone,KARA,,,,50,,,,,,,,,,,,,
NAX15_04a,NEUTRAL,ENCHANTMENT,Slave of Kel'Thuzad,NAXX,MINE!,,,,,,,,,,,,,,,,
EX1_323h,WARLOCK,HERO,Lord Jaraxxus,EXPERT1,,,,15,LEGENDARY,,,,,,DEMON,,,,,,
EX1_133,ROGUE,WEAPON,Perdition's Blade,EXPERT1,Battlecry: Deal 1 damage. Combo: Deal 2 instead.,3,2,,RARE,True,Perdition's Blade is Ragnaros's back-up weapon while Sulfuras is in the shop.,"['BATTLECRY', 'COMBO']","[100, 800, 20, 100]",{'REQ_TARGET_IF_AVAILABLE': 0},,,,Deal 1 damage.  Combo: 2 instead.,,2,
AT_037b,DRUID,SPELL,Living Roots,TGT,Summon two 1/1 Saplings.,0,,,,,,,,,,,,,,,
OG_174,NEUTRAL,MINION,Faceless Shambler,OG,"Taunt
Battlecry: Copy a friendly minion's Attack and Health.",4,1,1,EPIC,True,"""What is that thing?!"" ""I'm not sure, but it seems to be sort of Y'sera shaped.""","['BATTLECRY', 'TAUNT']","[400, 1600, 100, 400]","{'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
GVG_099,NEUTRAL,MINION,Bomb Lobber,GVG,Battlecry: Deal 4 damage to a random enemy minion.,5,3,3,RARE,True,He lobbies Orgrimmar daily on behalf of bombs.,['BATTLECRY'],"[100, 800, 20, 100]",,,,,,,,
EX1_178b,DRUID,SPELL,Uproot,EXPERT1,+5 Attack.,0,,,,,,,,,,,,,,,
OG_152,NEUTRAL,MINION,Grotesque Dragonhawk,OG,Windfury,7,5,5,COMMON,True,"They say that ""grotesque is in the eye of the beholder,"" but that's just because they've never seen a Grotesque Dragonhawk. Yikes!",['WINDFURY'],"[40, 400, 5, 50]",,BEAST,,,,,,
EX1_507,NEUTRAL,MINION,Murloc Warleader,EXPERT1,Your other Murlocs have +2/+1.,3,3,3,EPIC,True,Do Murlocs ever get tired of making the same old sound?  Nope!  Mrglglrglglglglglglgl!,['AURA'],"[400, 1600, 100, 400]",,MURLOC,,,,,,
CRED_21,NEUTRAL,MINION,Bryan Chang,CREDITS,Foodie: Make all minions edible.,1,1,3,LEGENDARY,,,,,,,,,,,,
NAX9_03,NEUTRAL,MINION,Thane Korth'azz,NAXX,Your hero is Immune.,3,1,7,LEGENDARY,,,,,,,,,,,,
NAX4_03,NEUTRAL,MINION,Skeleton,NAXX,,1,1,1,,,,,,,,,,,,,
BRM_017,PRIEST,SPELL,Resurrect,BRM,Summon a random friendly minion that died this game.,2,,,RARE,True,"I walked into the dungeon and noticed a slain adventurer. In his final moments, he had scrawled out a message in the dust on the wall beside him. Two words: ""rez plz""",,,"{'REQ_NUM_MINION_SLOTS': 1, 'REQ_FRIENDLY_MINION_DIED_THIS_GAME': 0}",,"Unlocked in Blackrock Depths, in the Blackrock Mountain adventure.","Crafting unlocked in Blackrock Depths, in the Blackrock Mountain adventure.",,,,
TU4a_004,NEUTRAL,SPELL,Hogger SMASH!,MISSIONS,Deal 4 damage.,3,,,COMMON,,,,,"{'REQ_ENEMY_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0, 'REQ_HERO_TARGET': 0}",,,,,,,
KARA_08_03e,NEUTRAL,ENCHANTMENT,Nether Breath,KARA,Health changed to 1.,,,,,,,,,,,,,,,,
CS2_045e,SHAMAN,ENCHANTMENT,Rockbiter Weapon,CORE,This character has +3 Attack this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
LOE_077,NEUTRAL,MINION,Brann Bronzebeard,LOE,Your Battlecries trigger twice.,3,2,4,LEGENDARY,True,Contains 75% more fiber than his brother Magni!,['AURA'],,,,"Unlocked in Uldaman, in the League of Explorers adventure.","Crafting unlocked in Uldaman, in the League of Explorers adventure.",,,,
CRED_35,NEUTRAL,MINION,Max McCall,CREDITS,Your emotes have no cooldown and can't be squelched.,4,9,2,LEGENDARY,,,,,,,,,,,,
NAX2_01H,NEUTRAL,HERO,Grand Widow Faerlina,NAXX,,,,45,,,,,,,,,,,,,
CS2_213,NEUTRAL,MINION,Reckless Rocketeer,CORE,Charge,6,5,2,FREE,True,One Insane Rocketeer.   One Rocket full of Explosives.   Infinite Fun.,['CHARGE'],,,,,Unlocked at Shaman Level 59.,,HORDE,,
BRMA16_2H,NEUTRAL,HERO_POWER,Echolocate,BRM,"Hero Power
Equip a weapon that grows as your opponent plays cards.",0,,,,,,,,,,,,,,,
KARA_13_02,WARRIOR,HERO_POWER,The Horde,KARA,"[x]Hero Power
Summon a 3/2 Orc.",2,,,,,,,,,,,,,,,
EX1_166a,DRUID,SPELL,Moonfire,EXPERT1,Deal 2 damage.,0,,,,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,,,,
EX1_402,WARRIOR,MINION,Armorsmith,EXPERT1,"Whenever a friendly minion takes damage, gain 1 Armor.",2,1,4,RARE,True,She accepts guild funds for repairs!,,"[100, 800, 20, 100]",,,,,,,,
OG_221,PALADIN,MINION,Selfless Hero,OG,Deathrattle: Give a random friendly minion Divine Shield.,1,2,1,RARE,True,"""Don't worry about me� I'll just be here... under these tentacles.""",['DEATHRATTLE'],"[100, 800, 20, 100]",,,,,,,,
LOEA05_02,NEUTRAL,HERO_POWER,Trogg Hate Minions!,LOE,"Passive Hero Power
 Enemy minions cost (2) more. Swap at the start of your turn.",0,,,,,,,,,,,,,,,
EX1_244,SHAMAN,SPELL,Totemic Might,CORE,Give your Totems +2 Health.,0,,,COMMON,True,Totem-stomping is no longer recommended.,,,,,Unlocked at Level 6.,Unlocked at Level 28.,,,,
EX1_355e,PALADIN,ENCHANTMENT,Blessed Champion,EXPERT1,This minion's Attack has been doubled.,,,,,,,,,,,,,,,,
DS1_183,HUNTER,SPELL,Multi-Shot,CORE,Deal $3 damage to two random enemy minions.,4,,,FREE,True,"You see, it's all about <i>throughput</i>.",,,{'REQ_MINIMUM_ENEMY_MINIONS': 2},,Unlocked at Level 1.,Unlocked at Level 36.,,,,
AT_089e,NEUTRAL,ENCHANTMENT,Boneguarded,TGT,Increased Health.,,,,,,,,,,,,,,,,
OG_070,ROGUE,MINION,Bladed Cultist,OG,Combo: Gain +1/+1.,1,1,2,COMMON,True,He has a poor understanding of the law of diminishing returns.,['COMBO'],"[40, 400, 5, 50]",,,,,,,,
HERO_08a,MAGE,HERO,Medivh,HERO_SKINS,,,,30,EPIC,True,,,,,,,,,,,
BRMA14_4,NEUTRAL,HERO_POWER,Activate Toxitron,BRM,"Hero Power
Activate Toxitron!",4,,,,,,['AI_MUST_PLAY'],,,,,,,,,
TB_PickYourFate_7_EnchMinion,NEUTRAL,ENCHANTMENT,Fate,TB,Deathrattle: Your owner gets a coin.,,,,,,,,,,,,,,,,
